Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia (excluding high income),ECA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,49.32189854,49.68192691,50.76382116,51.11653879,52.32748681,53.53114685,56.64811717,57.19375623,55.45564243,56.43253208,57.57935353,58.43911482,59.80067617,61.28137091,62.0415866,62.91998262,63.88968886,64.72197858,65.89101148,66.20906807,66.4752702,66.97762489,67.28257763,68.68725799,69.47519249,69.92000693,70.62730066,70.96281525,71.29479724,71.5656778
Europe & Central Asia,ECS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,60.61338254,61.17632562,62.22225139,62.88740045,63.88942094,65.12323127,66.94045116,67.52615186,67.20946024,68.02175568,68.7687708,69.76133881,70.92047784,72.06660774,72.75223434,73.42507567,74.02846768,74.87184616,76.01346763,76.36236798,76.49834684,76.81866095,77.13755626,77.85447089,78.43753419,78.82030398,79.09058001,79.31777042,79.68256466,79.95370394
Ecuador,ECU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,58.32400131,58.40599823,58.96300125,59.19100189,59.48799896,59.72100067,60.18799973,60.35200119,60.6269989,60.8429985,61.08599854,63.47999954,65.81900024,62.5359993,64.58000183,64.13700104,66.01599884,67.16400146,67.34999847,68.04000092,68.26899719,68.3030014,67.92299652,68.51799774,66.26399994,65.58200073,64.11299896,63.06600189,62.94200134,62.89300156
"Egypt, Arab Rep.",EGY,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,35.95000076,37.125,45.43299866,45.63000107,48.27999878,49.83499908,51.43299866,55.57699966,56.91699982,53.73099899,57.95600128,62.07899857,54.77399826,47.44100189,48.43099976,50.66500092,47.28900146,48.83800125,48.81299973,51.20899963,51.5359993,56.90399933,52.07400131,51.76100159,54.17300034,55.38600159,56.25500107,56.87200165,57.49700165,57.96500015
Euro area,EMU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,73.36281845,74.06956359,74.9948754,75.64731922,76.18598337,77.16838884,77.59720283,77.87512365,78.5730875,79.04524445,79.45371751,80.01289377,80.81485406,81.53813559,82.15549834,82.64503292,83.01433445,83.9973369,84.79960995,85.26384848,85.44886998,85.69320808,86.00170237,86.18336616,86.38950083,86.57729556,86.46684475,86.50753198,86.77794332,87.00932799
Eritrea,ERI,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,18.46899986,18.73200035,19.06500053,19.49200058,19.72599983,20.08200073,20.56500053,20.9260006,21.22100067,21.33799934,21.79599953,22.25900078,22.52199936,23.05900002,23.35700035,23.71500015,24.07999992,23.85300064,24.52599907,24.96500015,25.64100075,26.21500015,26.23800087,27.42300034,27.22599983,27.99500084,28.00399971,28.94300079,29.51199913,30.01300049
Spain,ESP,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,75.38800049,76.09200287,76.8259964,78.18299866,78.90699768,80.2539978,80.50099945,80.93000031,81.45400238,80.79000092,81.13600159,81.70999908,82.78500366,83.56300354,84.05799866,85.09799957,85.43900299,86.20400238,87.47299957,88,88.70300293,88.52999878,89.27999878,89.31600189,89.21299744,89.4260025,88.87599945,88.71800232,88.95700073,89.13700104
Estonia,EST,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,54.7859993,56.88800049,61.27399826,63.6590004,65.70500183,67.44799805,67.78600311,69.76799774,70.76200104,72.93099976,71.69100189,73.21499634,73.60500336,71.64199829,72.58499908,75.17900085,75.13800049,75.49900055,78.02400208,79.23699951,78.47399902,79.82499695,80.59300232,80.23500061,80.02500153,80.75299835,80.73799896,81.01799774,81.33899689,81.66600037
Ethiopia,ETH,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,23.32299995,23.35700035,23.67499924,23.8579998,24.06100082,24.38999939,24.5189991,24.42099953,24.48500061,23.24600029,22.0890007,20.75399971,19.40699959,18.54899979,17.52599907,18.38899994,19.35400009,20.4659996,21.62100029,22.93099976,24.33699989,25.83799934,27.48500061,28.45400047,29.36499977,30.1420002,30.87400055,31.57600021,32.19900131,32.74499893
European Union,EUU,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,67.0127976,67.80200667,68.70043962,69.41607457,70.1489035,71.35246009,71.86924466,72.31028876,73.17302435,73.94259194,74.35197151,75.64863427,76.64488468,77.51461655,78.26504243,78.86145069,79.28990374,80.21408107,81.25361553,81.82420724,82.03881452,82.32200883,82.73278914,82.93657469,83.33166289,83.64920865,83.52006864,83.6245971,83.96294933,84.2407588
Fragile and conflict affected situations,FCS,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,27.81134204,27.90073133,28.00345454,28.06610396,28.41067448,28.91110402,29.50558442,30.01778986,30.28929224,30.72685962,31.27895464,31.66621307,32.22547915,33.00042241,33.85710873,34.64996513,35.31796237,36.21188267,37.09731331,37.89697084,38.72312115,39.30440824,39.80147682,40.24943592,40.83428187,41.12255816,41.39154341,41.81857949,42.21996802,42.60651449
Finland,FIN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,77.64700317,78.6269989,79.60099792,80.06400299,79.95400238,80.33200073,80.79599762,80.31600189,81.43399811,81.87000275,82.46900177,82.63800049,83.71299744,84.64700317,84.80200195,85.35299683,85.96099854,86.91999817,87.19499969,87.32499695,88.30400085,88.63200378,88.6760025,89.06400299,89.06800079,89.10500336,89.29699707,89.02100372,89.22399902,89.43599701
Fiji,FJI,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,34.10599899,34.41699982,34.59000015,34.91799927,35.33200073,35.75099945,36.27600098,36.86199951,37.88100052,38.42599869,39.11100006,39.9640007,40.78300095,41.72200012,42.56900024,43.41400146,44.54899979,45.08800125,45.58000183,45.88800049,46.91899872,48.36100006,50.13199997,51.61700058,52.84500122,53.95399857,54.98300171,56.14199829,57.03499985,57.70500183
France,FRA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,79.30599976,79.79399872,80.33000183,80.90399933,81.2480011,82.13700104,82.25499725,82.62400055,82.65200043,83.10399628,83.22799683,83.87000275,84.91400146,84.83699799,85.64099884,86.04000092,86.31199646,87.20400238,87.80200195,88.06199646,87.57299805,87.88700104,88.00800323,88.66300201,88.94400024,89.07700348,88.48999786,88.96600342,89.18499756,89.34600067
Faroe Islands,FRO,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,34.24100113,34.70899963,34.96500015,35.6269989,35.83800125,36.19800186,36.50899887,36.80099869,37.62099838,38.10200119,38.57699966,39.1570015,39.70000076,40.21699905,40.73400116,41.30899811,41.69900131,42.29199982,42.81399918,43.09000015,43.58599854,44.04100037,44.52700043,45.12599945,45.92499924,46.71900177,47.64300156,48.49399948,49.23600006,49.90999985
United Kingdom,GBR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,82.38500214,82.71299744,83.11199951,84.53399658,84.6780014,84.87200165,85.66400146,85.97000122,86.68299866,87.27200317,87.94499969,88.5019989,89.18199921,89.87599945,89.89099884,89.91200256,89.81999969,89.86299896,91.76300049,91.97000122,91.82900238,91.66600037,91.71700287,91.35099792,91.68399811,91.77600098,91.69200134,91.93299866,92.07900238,92.22100067
Georgia,GEO,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,42.51399994,43.12400055,44.20100021,44.2159996,43.89099884,43.57500076,43.51599884,43.39199829,40.93000031,38.23199844,41.33100128,41.23600006,38.9659996,39.48699951,38.43099976,38.70899963,39.7519989,41.86999893,44.06600189,45.82300186,42.73400116,44.35400009,44.88399887,45.86899948,47.81000137,48.33200073,48.93199921,49.73199844,50.14300156,50.54100037
Ghana,GHA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,33.01800156,33.27199936,33.54000092,33.84400177,34.19400024,34.54700089,34.95000076,35.37599945,35.79100037,35.63899994,35.51300049,35.38600159,35.25699997,35.11299896,34.96900177,34.78099823,36.43700027,38.19300079,39.90499878,41.73899841,43.67599869,45.55699921,47.4280014,50.30099869,52.33000183,53.1269989,53.60100174,53.88899994,54.31900024,54.68600082
Gibraltar,GIB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,20.49699974,20.73399925,20.90200043,21.07999992,21.33699989,21.58499908,21.89299965,22.25200081,22.55599976,22.92300034,23.43799973,23.81500053,24.45100021,24.80800056,25.24500084,25.64699936,26.40099907,26.88899994,27.25300026,27.87199974,28.53000069,29.23399925,29.92000008,30.53100014,31.28300095,32.07899857,33.11199951,34.02799988,34.70800018,35.33300018
"Gambia, The",GMB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,44.36600113,44.59799957,44.86000061,45.10900116,45.39599991,45.68299866,46.36399841,46.90599823,47.77600098,48.63600159,49.59999847,49.75999832,50.84500122,51.95299911,52.36399841,52.8730011,53.66699982,54.7159996,55.7840004,56.84799957,56.82500076,57.74100113,58.61899948,58.9129982,59.82899857,60.38100052,61.25,62.24000168,63.11600113,63.88700104
Guinea-Bissau,GNB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,15.4630003,15.61999989,15.77099991,15.91100025,16.09499931,16.27400017,16.55400085,16.40299988,16.66799927,17.07799911,17.37700081,17.62100029,17.88100052,18.27599907,18.72699928,19.07500076,19.48900032,19.89299965,20.29199982,20.76300049,21.35400009,21.59199905,21.98399925,22.3220005,22.97599983,23.53899956,24.1420002,24.6609993,25.14299965,25.59399986
Equatorial Guinea,GNQ,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,36.48300171,37.15000153,37.78900146,38.64799881,39.43700027,40.13199997,40.50500107,40.89300156,41.23199844,41.73699951,41.52899933,41.58800125,41.75899887,41.59199905,41.60800171,41.67200089,41.27999878,40.65999985,41.09400177,41.58200073,41.61199951,41.875,42.50999832,43.03699875,44.01399994,44.79899979,45.13600159,45.98899841,46.66400146,47.16799927
Greece,GRC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,57.84000015,58.78699875,59.83800125,61.05199814,62.24599838,62.47900009,63.54800034,67.31700134,67.83300018,68.22399902,70.95600128,71.89700317,72.39499664,75.6740036,76.56400299,77.29199982,78.02600098,79.0039978,79.49700165,79.59300232,79.85700226,79.63600159,79.04599762,79.51100159,79.66999817,80.10900116,80.34799957,80.54699707,80.97799683,81.37400055
Grenada,GRD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,57.03499985,57.25699997,57.55400085,57.875,58.14799881,58.51699829,58.84899902,59.21699905,58.34999847,57.51200104,58.80899811,59.79000092,60.87799835,66.09200287,65.14600372,64.1780014,63.67499924,63.25099945,62.91400146,62.48899841,67.65299988,72.04599762,76.27500153,71.58300018,72.48100281,72.19599915,72.68499756,72.90299988,73.29699707,73.75299835
Guam,GUM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,96.05699921,96.10099792,96.13800049,96.16600037,96.20500183,96.2460022,96.27400208,96.31500244,96.33699799,96.36499786,96.35700226,96.33799744,96.32800293,96.31199646,96.28399658,96.21600342,96.20999908,96.15699768,96.14600372,96.11699677,96.17299652,96.12599945,96.17299652,96.21299744,96.2519989,96.29799652,96.33999634,96.38300323,96.42299652,96.45300293
Guyana,GUY,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,59.3769989,60.03499985,60.08000183,60.89099884,61.88000107,62.44499969,62.55199814,66.5059967,70.81999969,73.93000031,77.21199799,80.06099701,80.33300018,80.57099915,80.3239975,80.42099762,80.56099701,80.76899719,80.80200195,80.81300354,81.11599731,81.43299866,81.72000122,81.92900085,82.1989975,81.99700165,82.05699921,82.50900269,82.87799835,83.18299866
High income,HIC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,73.38501584,74.0054096,74.82171483,75.56426516,76.16874665,76.90669696,77.46090931,78.09763745,78.74370304,79.3187752,79.98996552,81.02936761,81.68096335,82.32438011,82.8798524,83.27455838,83.55564166,84.13143709,85.17171386,85.53013076,85.59792723,85.80419917,86.02897224,86.12619033,86.3256313,86.57268564,86.56342652,86.59006339,86.82817222,87.04010567
"Hong Kong SAR, China",HKG,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,69.84999847,72.97599792,76.91000366,79.88500214,80.91500092,83.36100006,85.37999725,87.19000244,88.0510025,89.35399628,90.00299835,90.62999725,91.6780014,92.5719986,93.29499817,93.5019989,93.97399902,94.5759964,94.7559967,95.02700043,95.21600342,95.37000275,95.5019989,95.60500336,95.69100189,95.76200104,95.84700012,95.92099762,95.97200012,96.0039978
Honduras,HND,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,67.98100281,68.48999786,66.33499908,64.44999695,63.9620018,63.31100082,65.55000305,65.54199982,66.66899872,67.01300049,67.35099792,64.36299896,65.81999969,68.81900024,66.68299866,66.48400116,68.28800201,68.77999878,68.77600098,68.95899963,70.34500122,68.15000153,71.19499969,68.30799866,71.64299774,72.09799957,70.50800323,71.14399719,72.22399902,72.8010025
Heavily indebted poor countries (HIPC),HPC,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,20.5120749,20.62892885,20.77759919,20.93361804,21.15785259,21.4601062,21.76534531,22.05418319,22.34549814,22.49694556,22.54374387,22.71756332,23.02385281,23.35330369,23.56142348,24.24614765,24.94257912,25.88655721,26.79883861,27.72563142,28.66032986,29.71443656,30.50595415,31.42507592,32.28771257,32.91929261,33.45784573,34.05405198,34.56410068,35.01679481
Croatia,HRV,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,52.7879982,53.55500031,54.14199829,55.29399872,56.69200134,57.8409996,59.88399887,60.78499985,61.86999893,62.77799988,63.56800079,64.375,62.57699966,63.63000107,63.00099945,67.23899841,68.3259964,67.98000336,69.43900299,69.63400269,68.29100037,71.04399872,74.69000244,76.65699768,77.54699707,79.90699768,81.36000061,79.73200226,80.30400085,80.66999817
Haiti,HTI,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,73.65799713,73.67099762,73.7009964,73.58599854,73.98899841,74.14299774,74.54699707,74.85500336,75.35099792,75.83399963,76.21299744,76.61199951,77.06099701,77.28099823,77.83100128,78.47100067,79.09600067,79.65699768,80.29000092,80.81400299,81.29799652,81.85399628,82.44999695,82.96499634,83.38600159,83.90000153,84.38800049,84.84500122,85.15899658,85.47100067
Hungary,HUN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,62.91600037,64.15799713,67.40599823,68.6780014,70.56700134,70.57900238,71.0759964,70.26799774,71.41300201,71.89199829,71.07299805,71.77799988,73.96299744,74.70500183,76.18800354,76.52999878,76.64600372,76.77400208,78.06300354,77.92299652,77.52300262,78.13600159,78.34100342,78.21099854,78.41500092,77.99900055,77.27600098,77.29000092,77.36699677,77.4960022
IBRD only,IBD,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,29.87828134,30.43789162,31.70135593,32.92225674,34.3833429,35.19660055,36.0332461,36.47851864,36.64770728,36.93023721,37.47719725,38.28591846,38.85619851,40.10736941,40.75042784,42.02163825,42.79262367,43.84187906,45.04896144,45.77590316,47.08700348,48.11028481,49.82192439,51.40004394,52.6577271,53.78466665,54.83270869,55.60067831,56.25873232,56.85776243
IDA & IBRD total,IBT,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,28.63843706,29.11574834,30.17482615,31.20441664,32.47047641,33.21244946,33.94385332,34.34373094,34.51809408,34.75333362,35.22419925,35.92097956,36.42987601,37.49437779,38.05947792,39.15744513,39.85150966,40.75819011,41.83120676,42.49058963,43.61739027,44.5252562,45.93527339,47.20843894,48.25037126,49.16832891,50.06534195,50.75794251,51.29301492,51.76475134
IDA total,IDA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,22.43772761,22.54804694,22.70012303,22.90777735,23.33786834,23.87076479,24.27414028,24.61750042,24.94181898,25.08738592,25.38779428,25.74359521,26.1348466,26.53041903,26.90953801,27.50921098,28.0725197,28.67988246,29.52201252,30.25960656,30.97952883,31.64397736,32.16679094,32.66875794,33.31161883,33.80260474,34.60310907,35.37932999,35.92495908,36.40692858
IDA blend,IDB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,33.39530618,33.58312302,33.75821709,33.96475665,34.58233175,34.77991397,34.96375591,35.36603943,35.74066293,35.90088174,36.33076811,36.67015021,36.88901667,36.94784936,37.15129023,37.30677587,37.65801659,37.91788223,38.85064666,39.45565401,40.11231409,40.53423446,40.96653754,41.19151624,41.55396946,41.76044014,42.82397832,44.06611042,44.6873426,45.1935854
Indonesia,IDN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,32.50600052,30.49500084,34.26900101,36.29999924,40.11800003,39.11500168,41.75099945,40.04100037,42.1230011,38.30099869,39.35800171,38.82400131,37.29600143,41.16899872,39.70999908,43.51699829,43.56900024,44.06399918,45.64599991,46.65399933,48.14599991,48.96099854,50.35699844,51.20800018,51.63100052,53.93999863,54.51900101,55.49700165,56.47800064,57.38899994
IDA only,IDX,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,18.23690451,18.3187126,18.44994054,18.64863333,19.09772489,19.72848984,20.1721811,20.49687796,20.79746795,20.9175791,21.18680923,21.55073427,21.97424496,22.46749924,22.90483386,23.63676523,24.25363737,24.98504303,25.74253552,26.50487743,27.21410557,28.02519182,28.64153017,29.27723219,30.05158652,30.73484387,31.5014987,32.13061039,32.65954182,33.13441689
Isle of Man,IMN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,12.47500038,12.59700012,12.79399967,12.88599968,13.09200001,13.1789999,13.43500042,13.56400013,13.73700047,13.96000004,14.2510004,14.58199978,14.74699974,15.03100014,15.29699993,15.69099998,16.11499977,16.82299995,17.02599907,17.48600006,19.32500076,21.26600075,22.18499947,23.10000038,23.97200012,24.98200035,26.125,27.19400024,27.85700035,28.47699928
Not classified,INX,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,78.63400269,78.93399811,79.33899689,78.99299622,79.10099792,80.00499725,79.3010025,80.86299896,82.09700012,82.51599884,83.40899658,84.81999969,85.13400269,85.33300018,86.80899811,87.28500366,87.85099792,88.55899811,89.03500366,89.44799805,89.68699646,89.60600281,89.54699707,89.82700348,89.88200378,89.5059967,89.70500183,90.05000305,90.25900269,90.48000336
"Iran, Islamic Rep.",IRN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,45.62400055,45.95000076,46.34000015,46.68199921,47.10800171,47.20999908,46.29499817,45.59500122,44.55500031,43.35300064,42.40499878,41.34500122,40.19100189,39.04800034,38.02600098,37.32400131,37.77899933,41.97399902,44.00899887,47.61500168,48.98600006,50.70100021,52.34600067,53.86600113,53.38399887,52.85900116,53.1609993,53.92200089,54.66199875,55.23500061
Iraq,IRQ,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,55.47700119,55.60900116,55.84199905,56.22700119,56.60699844,56.97600174,57.15000153,57.64500046,57.76300049,58.23899841,59.24399948,60.2480011,60.93799973,61.43799973,62.18199921,62.81200027,63.55199814,64.23100281,65.23899841,65.94300079,66.42199707,66.96700287,67.61799622,68.30400085,68.93599701,69.41500092,70.47599792,71.1289978,71.65399933,72.10500336
Iceland,ISL,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,77.20700073,80.41799927,81.40100098,80.66500092,81.4489975,81.65699768,81.81099701,78.1190033,82.3730011,85.43699646,85.68499756,85.61199951,86.21299744,85.49500275,86.31600189,87.64399719,88.87400055,89.15200043,89.00499725,90,90.07700348,90.48500061,89.74900055,90.0510025,91.33000183,90.8789978,91.0719986,91.28700256,91.6210022,91.86499786
Israel,ISR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,81.35600281,81.34600067,79.67099762,81.01000214,82.0039978,82.56300354,83.28500366,84.41000366,84.95500183,85.42500305,86.1269989,86.79299927,87.0739975,87.16799927,87.54000092,87.90100098,87.97100067,88.77799988,89.47599792,90.14700317,90.83000183,91.39600372,90.95800018,91.2990036,91.40599823,91.15699768,91.3730011,91.54799652,91.72799683,91.89600372
Italy,ITA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,67.53199768,68.35399628,69.68299866,70.34999847,70.90399933,72.02400208,72.875,73.40399933,74.42500305,75.11199951,75.18399811,75.94799805,76.42299652,79.08999634,79.34700012,79.95400238,80.43900299,81.27700043,82.46299744,83.13400269,83.07900238,83.56700134,83.81500244,84.19799805,84.27300262,84.52600098,84.83699799,84.50299835,84.78399658,85.08499908
Jamaica,JAM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,71.88600159,72.36499786,76.23000336,76.1190033,75.77799988,76.99700165,80.01999664,81.79100037,83.68199921,84.5490036,84.27700043,83.7009964,84.85900116,85.77500153,86.31500244,87.02999878,86.35700226,86.12999725,85.9940033,85.76100159,85.46800232,85.46700287,85.96299744,86.10900116,86.39499664,85.29499817,84.65799713,85.07099915,85.43399811,85.61000061
Jordan,JOR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,80.76999664,80.89600372,81.03800201,81.1760025,81.41500092,81.6989975,82.00800323,82.28600311,82.67500305,83.05999756,83.53900146,83.86100006,82.91600037,81.3219986,81.67900085,81.76499939,81.70899963,81.73200226,82.08300018,82.5490036,82.81600189,83.23100281,83.74199677,84.09600067,84.53600311,84.94100189,85.31900024,85.65100098,85.94599915,86.19400024
Japan,JPN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,64.52200317,65.27400208,66.54100037,67.60600281,68.41699982,69.08200073,69.73200226,71.26000214,72.11599731,72.89499664,73.94599915,75.3010025,76.24900055,77.16999817,77.88899994,78.36199951,78.79799652,79.30699921,80.59899902,81.29100037,81.76799774,82.08499908,82.2519989,82.31900024,82.31099701,82.73999786,82.85900116,82.83699799,83.06199646,83.28600311
Kazakhstan,KAZ,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,51.91400146,52.10200119,52.31700134,52.66600037,53.04000092,53.53099823,54.02700043,54.50500107,54.9659996,55.40499878,56.08100128,55.62200165,55.8219986,57.64899826,57.78099823,58.31299973,58.32600021,59.32099915,60.50699997,61.16799927,62.31299973,63.40100098,64.58499908,68.0719986,71.41899872,72.34899902,73.19000244,73.94100189,74.47299957,74.88600159
Kenya,KEN,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,34.98300171,35.19300079,35.43399811,35.74200058,36.10900116,36.48600006,36.76900101,37.0530014,37.0019989,35.66799927,34.44599915,33.13899994,31.89500046,30.73399925,29.59199905,29.4829998,29.73200035,29.99900055,30.43000031,31.02499962,31.63199997,32.27399826,32.96500015,33.66899872,34.37200165,35.11199951,35.90299988,36.7480011,37.46699905,38.13600159
Kyrgyz Republic,KGZ,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,43,44.18799973,44.67900085,43.47499847,40.34700012,41.86600113,41.36199951,40.88700104,38.42499924,37.97499847,38.15800095,43.89699936,47.11500168,50.40499878,52.39699936,53.90599823,55.13399887,55.23699951,56.1969986,57.09899902,58.1609993,59.04000092,56.04100037,53.89099884,57.26599884,60.81200027,64.84799957,65.3259964,65.71299744,65.97100067
Cambodia,KHM,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,11.22999954,11.35999966,11.4630003,11.69900036,11.76900005,12.20699978,12.66899967,13.19999981,14.06700039,15.48600006,18.69400024,20.18099976,20.93400002,22.37400055,23.58600044,24.79100037,26.17399979,25.77899933,25.84900093,25.87599945,25.78800011,28.03899956,30.4829998,29.06900024,31.07299995,35.22499847,36.58100128,37.3429985,38.2120018,38.90800095
Kiribati,KIR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,52.73699951,55.28300095,58.38899994,60.69100189,62.32099915,64.10299683,66.24700165,67.2480011,68.16500092,68.65899658,70.18699646,71.34700012,71.96399689,72.98600006,74.49199677,75.39099884,76.15699768,76.88800049,78.73400116,78.76799774,78.86299896,79.71099854,80.30799866,80.65899658,81.15100098,81.96099854,81.84100342,81.76699829,82.06400299,82.3259964
